Header line count: 79
Export version: 3.12
User:
 - name: Labor Labor
 - login: Labor
 - email: N/A

Project:
 - name: Practical Course EC2 SoSe25
 - tags: N/A
 - creator: Labor Labor

Test Plan:
 - name: CoinCell_Cycling_SoSe25
 - tags: N/A
 - creator: Labor Labor
 - tasks:
Step,Type,Control Parameters,Limits,Record Conditions
1,REST,,TIME > 6.0000h then NEXT_STEP,DELTA_TIME = 30.000s
2,LOOP,LOOP_ID: LOOP_1 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
3,CC,I: 237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 30.000s
4,CC,I: -237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 30.000s
N/A,LOOP,END LOOP_ID : LOOP_1,
5,LOOP,LOOP_ID: LOOP_2 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
6,CC,I: 2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 10.000s
7,CC,I: -2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 10.000s
N/A,LOOP,END LOOP_ID : LOOP_2,
8,LOOP,LOOP_ID: LOOP_3 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
9,CC,I: 4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 5.0000s
10,CC,I: -4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 5.0000s
N/A,LOOP,END LOOP_ID : LOOP_3,
 - no user variable
 - safety limits (after a time of 10.000ms):
  - U > 4.7000V then SAFETY_STOP

DUT Type:
 - name: Default Device Under Test
 - electrolyte: N/A
 - electrode material: N/A
 - description: N/A
 - tags: N/A
 - nominal capacity: N/A
 - maximum voltage: N/A
 - nominal voltage: N/A
 - minimum voltage: N/A
 - nominal energy: N/A
 - maximum discharge current: N/A
 - maximum charge current: N/A
 - mass: N/A
 - volume: N/A
 - surface area: N/A
 - characteristic mass: N/A
 - mass of active material: N/A
 - x: N/A
 - Molecular weight of active material at x=0: N/A
 - Acquisition started at x0=: N/A
 - Intercalated ion molecular weight of active material at x=0: N/A
 - Number of electrons transferred per intercalated ions: N/A

Test Run:
  - name: EC2_Group3_DS
  - tags: N/A
  - creator: Labor Labor
  - batch number: N/A
  - started on: 2025-09-16 10:23:18.671817
  - finished on: 2025-09-16 21:51:28.041441

Dut Run:
  - DUT Name: N/A
  - Comment: N/A

Instrument:
  - channel: A.7
  - model: BCS-905
  - serial number: 0729

System version: 3.0.0-9
System address: 10.128.128.50

Time /s,Step,Task,Cycle number,Loop 1 number,Loop 2 number,Loop 3 number,Loop 4 number,U /V,I /A,P /W,Q /Ah,Q charge /Ah,Q discharge /Ah,Capacity /Ah,Energy /Wh,Energy charge /Wh,Energy discharge /Wh,Temperature /CelsiusDegrees,I Range /A,Phase,Frequency /Hz,Ua /V,Ia /A,Impedance module /Ohms,Impedance phase /rad,Real impedance /Ohms,- Imaginary impedance /Ohms,Admittance module /Ohms,Admittance phase /rad,Real admittance /Ohms,Imaginary admittance /Ohms,@Var1,@Var2,@Var3,@Var4,@Var5,@Var6,@Var7,@Var8,@Var9,@Var10,Date Time /ns,Duration (step) /s,Umin (step) /V,Umax (step) /V,Umean (step) /V,Ubegin (step) /V,Uend (step) /V,Imin (step) /A,Imax (step) /A,Imean (step) /A,Ibegin (step) /A,Iend (step) /A,Q (step) /Ah,Q charge (step) /Ah,Q discharge (step) /Ah,Energy (step) /Wh,Energy charge (step) /Wh,Energy discharge (step) /Wh,Pmin (step) /W,Pmax (step) /W,Rdc (step) /Ohms,Rac (step) /Ohms,Counter value (loop),Loop ID (loop),List value (loop),Duration (loop) /s,Q (loop) /Ah,Q charge (loop) /Ah,Q discharge (loop) /Ah,Energy (loop) /Wh,Energy charge (loop) /Wh,Energy discharge (loop) /Wh,Duration (cycle) /s,Q (cycle) /Ah,Q charge (cycle) /Ah,Q discharge (cycle) /Ah,Efficiency (cycle) /none,Energy (cycle) /Wh,Energy charge (cycle) /Wh,Energy discharge (cycle) /Wh
25877.063,task_3,CC,8,8,,,,3.7607638835906982,0.00023760301701258868,0.0008935688450131297,0.00021821180979410807,4.161083863841163e-05,0.0,4.161083863841163e-05,0.0008924265702565511,0.00016013605727089775,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044075.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25907.063,task_3,CC,8,8,,,,3.783796787261963,0.0002378973877057433,0.0009001553712990051,0.00022019323375489978,4.359226673841476e-05,0.0,4.359226673841476e-05,0.0008998406595653957,0.0001675501631365882,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044105.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25937.063,task_3,CC,8,8,,,,3.841974973678589,0.00023782557400409132,0.000913719903424464,0.00022217462460199993,4.5573670003149246e-05,0.0,4.5573670003149246e-05,0.0009073534939024184,0.00017506301403045655,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044135.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25967.063,task_3,CC,8,8,,,,3.646453857421875,0.00023790450359228998,0.0008675077948221421,0.0002241561147901747,4.755514363447825e-05,0.0,4.755514363447825e-05,0.000914729634920756,0.00018243917160564,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044165.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25997.063,task_3,CC,8,8,,,,3.6574599742889404,0.0002373883471591398,0.0008682383780971616,0.0002261375387509664,4.9536567595269946e-05,0.0,4.9536567595269946e-05,0.0009219197432200114,0.00018962923023435805,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044195.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26027.063,task_3,CC,8,8,,,,3.6801648139953613,0.00023746726219542325,0.0008739186628074075,0.00022811896271175808,5.151799569527308e-05,0.0,5.151799569527308e-05,0.0009291052818298339,0.00019681480195787217,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044225.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26057.063,task_3,CC,8,8,,,,3.619938850402832,0.00023774585861247033,0.0008606254701136601,0.00023010040322939555,5.349944035212199e-05,0.0,5.349944035212199e-05,0.000936335391468472,0.00020404489503966439,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044255.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26087.063,task_3,CC,8,8,,,,3.6783063411712646,0.0002377411292400211,0.0008744847032407868,0.00023208186030387878,5.548089742660523e-05,0.0,5.548089742660523e-05,0.0009435564941830105,0.00021126598119735717,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044285.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26117.063,task_3,CC,8,8,,,,3.688291549682617,0.00023783266078680754,0.0008771961930185146,0.00023406331737836202,5.7462350361877016e-05,0.0,5.7462350361877016e-05,0.0009509117735756769,0.00021862131026056077,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044315.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26147.063,task_3,CC,8,8,,,,3.7587711811065674,0.00023770640837028623,0.0008934839973465808,0.0002360447578959995,5.944380329714881e-05,0.0,5.944380329714881e-05,0.0009582412242889405,0.00022595077753067016,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044345.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26177.063,task_3,CC,8,8,,,,3.7390387058258057,0.00023784923541825265,0.0008893274973799208,0.00023802619841363696,6.142523139715194e-05,0.0,6.142523139715194e-05,0.0009656409422556559,0.0002333504623836941,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044375.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26207.063,task_3,CC,8,8,,,,3.6935012340545654,0.00023771428095642477,0.0008779979900649486,0.0002400076554881202,6.340668847163518e-05,0.0,6.340668847163518e-05,0.0009730491373274061,0.0002407586243417528,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044405.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26237.063,task_3,CC,8,8,,,,3.7160277366638184,0.00023776559100952,0.0008835435310156417,0.00024198909600575764,6.538812898927265e-05,0.0,6.538812898927265e-05,0.0009804342852698432,0.0002481438219547272,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044435.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26267.063,task_3,CC,8,8,,,,3.7982187271118164,0.00023768824758008122,0.0009027919531730544,0.0002439705365233951,6.7369577785333e-05,0.0,6.7369577785333e-05,0.0009879142708248561,0.00025562375783920287,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044465.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26297.063,task_3,CC,8,8,,,,3.744637966156006,0.00023775531735736877,0.0008903075880318731,0.00024595199359787835,6.935103072060479e-05,0.0,6.935103072060479e-05,0.0009954799546135797,0.00026318947474161786,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044495.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26327.063,task_3,CC,8,8,,,,3.7271602153778076,0.0002378808130742982,0.0008866199024922493,0.0002479334341155158,7.133247123824225e-05,0.0,7.133247123824225e-05,0.0010028810633553398,0.0002705905669265323,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044525.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26357.063,task_3,CC,8,8,,,,3.7548253536224365,0.00023764168145135045,0.0008923030105909974,0.00024991489118999903,7.331393659114838e-05,0.0,7.331393659114838e-05,0.0010102743572658964,0.00027798387739393445,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044555.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26387.063,task_3,CC,8,8,,,,3.7017321586608887,0.00023765825608279556,0.0008797472093129491,0.00025189631515079076,7.529536055194007e-05,0.0,7.529536055194007e-05,0.001017650498284234,0.0002853600515259637,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044585.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26417.063,task_3,CC,8,8,,,,3.7229301929473877,0.00023781214258633554,0.0008853580058841778,0.00025387777222527397,7.727680106957753e-05,0.0,7.727680106957753e-05,0.0010250155793295967,0.0002927250994576348,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044615.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26447.063,task_3,CC,8,8,,,,3.7288482189178467,0.00023776243324391544,0.0008865800257271475,0.00025585921274291144,7.925824986563788e-05,0.0,7.925824986563788e-05,0.0010323801305558947,0.0003000896837976244,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044645.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26477.063,task_3,CC,8,8,,,,3.734318256378174,0.000237665357417427,0.0008875180831125415,0.0002578406201468574,8.123966554800669e-05,0.0,8.123966554800669e-05,0.0010397840208477445,0.0003074935409757826,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044675.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26507.063,task_3,CC,8,8,,,,3.7351748943328857,0.00023808916739653796,0.0008893046806721684,0.0002598220772213406,8.322112262248993e-05,0.0,8.322112262248993e-05,0.001047232813305325,0.0003149423003196716,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044705.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26537.063,task_3,CC,8,8,,,,3.715963125228882,0.00023751225671730936,0.0008825867877514174,0.00026180351773897806,8.52025548617045e-05,0.0,8.52025548617045e-05,0.0010546506113476223,0.00032236013147566054,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044735.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26567.063,task_3,CC,8,8,,,,3.7801051139831543,0.00023810101265553385,0.0009000468555837512,0.00026378495825661553,8.718398710091909e-05,0.0,8.718398710091909e-05,0.0010620978143480089,0.00032980730136235553,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044765.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26597.063,task_3,CC,8,8,,,,3.727428436279297,0.00023782557400409132,0.0008864778074172963,0.0002657663822174072,8.916541934013367e-05,0.0,8.916541934013367e-05,0.0010695077975591025,0.00033721731768714054,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044795.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26627.063,task_3,CC,8,8,,,,3.7394521236419678,0.00023797551693860441,0.0008898980521908594,0.00026774780617819894,9.114684330092536e-05,0.0,9.114684330092536e-05,0.0010769409603542752,0.0003446504804823134,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044825.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26657.063,task_3,CC,8,8,,,,3.7704384326934814,0.00023784214863553643,0.000896769178129822,0.00026972926325268215,9.312829209698571e-05,0.0,9.312829209698571e-05,0.0010843816068437364,0.0003520910938580831,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044855.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26687.063,task_3,CC,8,8,,,,3.7220356464385986,0.00023773006978444755,0.0008848397939680494,0.00027171068721347383,9.510972433620029e-05,0.0,9.510972433620029e-05,0.0010918260945214165,0.0003595356146494548,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044885.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26717.063,task_3,CC,8,8,,,,3.780428409576416,0.00023739621974527836,0.000897459413451096,0.00027369211117426556,9.709114829699198e-05,0.0,9.709114829699198e-05,0.00109938555293613,0.0003670950730641683,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044915.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26747.063,task_3,CC,8,8,,,,3.8459665775299072,0.00023761247575748712,0.0009138496401674308,0.00027567356824874877,9.907259709305233e-05,0.0,9.907259709305233e-05,0.0011069348785612318,0.00037464439868927,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044945.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26777.063,task_3,CC,8,8,,,,3.955611228942871,0.00023805601813364774,0.0009416570584468847,0.00027765499220954045,0.00010105402105384402,0.0,0.00010105402105384402,0.0011146175861358643,0.0003823271062639025,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044975.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26807.063,task_3,CC,8,8,,,,3.8841471672058105,0.00023827384575270116,0.0009254906829995885,0.00027963638305664065,0.00010303542845778995,0.0,0.00010303542845778995,0.0011224582460191515,0.00039016776614718966,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045005.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26837.063,task_3,CC,8,8,,,,4.06735897064209,0.000237595901126042,0.000966387819832798,0.00028161784013112386,0.00010501686897542742,0.0,0.00010501686897542742,0.0011302816867828369,0.0003979912400245667,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045035.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26867.063,task_3,CC,8,8,,,,3.9360508918762207,0.00023776401940267533,0.0009358512806259753,0.00028359926409191554,0.000106998301214642,0.0,0.000106998301214642,0.001138131750954522,0.0004058412710825602,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045065.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26897.063,task_3,CC,8,8,,,,3.9410300254821777,0.00023780584160704166,0.0009371999620084101,0.00028558068805270727,0.00010897972517543369,0.0,0.00010897972517543369,0.0011459467146131728,0.0004136561685138279,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045095.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26927.063,task_3,CC,8,8,,,,3.8886878490448,0.00023691559908911586,0.0009212908114270141,0.0002875621451271905,0.00011096117397149404,0.0,0.00011096117397149404,0.0011536583635542129,0.0004213679167959425,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045125.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26957.063,task_3,CC,8,8,,,,3.8276729583740234,0.00023756592418067157,0.0009093246638174901,0.00028954356908798216,0.00011294259793228573,0.0,0.00011294259793228573,0.001161194642384847,0.0004289041625128852,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045155.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26987.063,task_3,CC,8,8,,,,3.828618049621582,0.00023772929853294045,0.0009101746832870933,0.0002915249930487739,0.0001149240384499232,0.0,0.0001149240384499232,0.0011687397956848145,0.0004364493489265442,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045185.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27017.063,task_3,CC,8,8,,,,3.825745105743408,0.00023751225671730936,0.0009086613536903182,0.00029350641700956557,0.0001169054624107149,0.0,0.0001169054624107149,0.0011763952838049995,0.0004441047708193461,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045215.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27047.063,task_3,CC,8,8,,,,3.7726991176605225,0.00023803155636414886,0.0008980214426703853,0.00029548784097035725,0.0001188868780930837,0.0,0.0001188868780930837,0.001183942953745524,0.0004516524076461792,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045245.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27077.063,task_3,CC,8,8,,,,3.729550361633301,0.00023722181504126638,0.000884730706074463,0.0002974692980448405,0.00012086832688914404,0.0,0.00012086832688914404,0.0011913977728949653,0.000459107326136695,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045275.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27107.063,task_3,CC,8,8,,,,3.787491798400879,0.00023791553394403309,0.0009011031335251912,0.0002994507551193237,0.0001228497756852044,0.0,0.0001228497756852044,0.001198830869462755,0.0004665403233634101,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045305.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27137.063,task_3,CC,8,8,,,,3.8037469387054443,0.00023771033738739789,0.000904189968135953,0.0003014321790801154,0.00012483122448126474,0.0,0.00012483122448126474,0.0012063112523820665,0.00047402080562379626,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045335.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27167.063,task_3,CC,8,8,,,,3.862065553665161,0.00023827147379051894,0.0009202200513473945,0.0003034136692682902,0.00012681270639101664,0.0,0.00012681270639101664,0.0012138289875454373,0.00048153850767347547,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045365.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27197.063,task_3,CC,8,8,,,,3.7824132442474365,0.00023770956613589078,0.0008991158112367052,0.00030539509322908187,0.00012879412207338544,0.0,0.00012879412207338544,0.0012213051319122314,0.0004890146520402696,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045395.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27227.063,task_3,CC,8,8,,,,3.7645692825317383,0.00023772139684297144,0.0008949186683555876,0.00030737655030356513,0.00013077557914786868,0.0,0.00013077557914786868,0.0012288374370998806,0.0004965469241142273,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045425.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27257.063,task_3,CC,8,8,,,,3.779317617416382,0.00023775927547831088,0.0008985678185193351,0.0003093579742643568,0.00013275700310866039,0.0,0.00013275700310866039,0.0012362953027089437,0.0005040048228369819,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045455.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27287.063,task_3,CC,8,8,,,,3.7856853008270264,0.00023766772937960923,0.0008997352295933222,0.0003113394313388401,0.00013473846018314362,0.0,0.00013473846018314362,0.0012437819110022652,0.0005114914642439948,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045485.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27317.063,task_3,CC,8,8,,,,3.802743673324585,0.00023753276036586612,0.0009032762016886221,0.00031332085529963175,0.0001367199007007811,0.0,0.0001367199007007811,0.0012513113021850586,0.0005190208885404798,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045515.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27347.063,task_3,CC,8,8,,,,3.777479648590088,0.0002356102195335552,0.0008900128092878476,0.000315302312374115,0.00013870134121841854,0.0,0.00013870134121841854,0.0012588265207078722,0.000526536073949602,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045545.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27377.063,task_3,CC,8,8,,,,3.78389310836792,0.00023844036331865937,0.0009022328475182181,0.0003172837363349067,0.0001406827734576331,0.0,0.0001406827734576331,0.00126632293065389,0.0005340325170093113,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045575.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27407.063,task_3,CC,8,8,,,,3.7612671852111816,0.00023721629986539483,0.0008922338844809252,0.000319265259636773,0.00014266429675949944,0.0,0.00014266429675949944,0.0012738466262817382,0.0005415562126371595,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045605.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27437.063,task_3,CC,8,8,,,,3.8295679092407227,0.00023789264378137887,0.0009110260344696031,0.00032124671671125623,0.00014464577039082846,0.0,0.00014464577039082846,0.001281354957156711,0.0005490645435121325,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045635.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27467.063,task_3,CC,8,8,,,,3.7750957012176514,0.0002392406458966434,0.0009031563338809528,0.00032322824001312255,0.000146627277135849,0.0,0.000146627277135849,0.0012888778580559626,0.0005565873119566175,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045665.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27497.063,task_3,CC,8,8,,,,3.801482915878296,0.00023798579059075564,0.0009046989171525473,0.0003252096970876058,0.000148608750767178,0.0,0.000148608750767178,0.0012963509559631348,0.0005640605423185561,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045695.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27527.063,task_3,CC,8,8,,,,3.7874982357025146,0.00023808206606190652,0.0009017354051618805,0.000327191154162089,0.0001505901747279697,0.0,0.0001505901747279697,0.0013038828637864854,0.0005715923176871406,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045725.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27557.063,task_3,CC,8,8,,,,3.822908401489258,0.0002403834369033575,0.0009189638605167083,0.0003291726112365723,0.0001525716483592987,0.0,0.0001525716483592987,0.0013113798035515678,0.0005790893899069892,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045755.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587.063,task_3,CC,8,8,,,,3.817692279815674,0.00023670723021496087,0.0009036753653682075,0.00033115403519736397,0.0001545530723200904,0.0,0.0001545530723200904,0.0013188789950476752,0.0005865885151757135,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045785.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27617.063,task_3,CC,8,8,,,,3.8821656703948975,0.00023775611771270633,0.0009230086381106367,0.00033313545915815564,0.0001565344962808821,0.0,0.0001565344962808821,0.0013264466656578912,0.0005941561857859294,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045815.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27647.063,task_3,CC,8,8,,,,3.8309168815612793,0.0002374293835600838,0.0009095722336590131,0.00033511694934633044,0.00015851598646905688,0.0,0.00015851598646905688,0.0013339887724982367,0.000601698292626275,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045845.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27677.063,task_3,CC,8,8,,,,3.8556742668151855,0.00023754934954922646,0.000915912914155638,0.0003370983733071221,0.00016049742698669433,0.0,0.00016049742698669433,0.00134162704149882,0.0006093365616268582,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045875.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27707.063,task_3,CC,8,8,,,,3.807554006576538,0.0002382785896770656,0.0009072585988063181,0.0003390798303816054,0.00016247888406117756,0.0,0.00016247888406117756,0.0013492123285929363,0.0006169219149483575,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045905.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
