Header line count: 79
Export version: 3.12
User:
 - name: Labor Labor
 - login: Labor
 - email: N/A

Project:
 - name: Practical Course EC2 SoSe25
 - tags: N/A
 - creator: Labor Labor

Test Plan:
 - name: CoinCell_Cycling_SoSe25
 - tags: N/A
 - creator: Labor Labor
 - tasks:
Step,Type,Control Parameters,Limits,Record Conditions
1,REST,,TIME > 6.0000h then NEXT_STEP,DELTA_TIME = 30.000s
2,LOOP,LOOP_ID: LOOP_1 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
3,CC,I: 237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 30.000s
4,CC,I: -237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 30.000s
N/A,LOOP,END LOOP_ID : LOOP_1,
5,LOOP,LOOP_ID: LOOP_2 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
6,CC,I: 2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 10.000s
7,CC,I: -2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 10.000s
N/A,LOOP,END LOOP_ID : LOOP_2,
8,LOOP,LOOP_ID: LOOP_3 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
9,CC,I: 4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 5.0000s
10,CC,I: -4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 5.0000s
N/A,LOOP,END LOOP_ID : LOOP_3,
 - no user variable
 - safety limits (after a time of 10.000ms):
  - U > 4.7000V then SAFETY_STOP

DUT Type:
 - name: Default Device Under Test
 - electrolyte: N/A
 - electrode material: N/A
 - description: N/A
 - tags: N/A
 - nominal capacity: N/A
 - maximum voltage: N/A
 - nominal voltage: N/A
 - minimum voltage: N/A
 - nominal energy: N/A
 - maximum discharge current: N/A
 - maximum charge current: N/A
 - mass: N/A
 - volume: N/A
 - surface area: N/A
 - characteristic mass: N/A
 - mass of active material: N/A
 - x: N/A
 - Molecular weight of active material at x=0: N/A
 - Acquisition started at x0=: N/A
 - Intercalated ion molecular weight of active material at x=0: N/A
 - Number of electrons transferred per intercalated ions: N/A

Test Run:
  - name: EC2_Group3_FZ
  - tags: N/A
  - creator: Labor Labor
  - batch number: N/A
  - started on: 2025-09-16 10:22:58.181835
  - finished on: 2025-09-16 19:54:16.281334

Dut Run:
  - DUT Name: N/A
  - Comment: N/A

Instrument:
  - channel: A.6
  - model: BCS-905
  - serial number: 0729

System version: 3.0.0-9
System address: 10.128.128.50

Time /s,Step,Task,Cycle number,Loop 1 number,Loop 2 number,Loop 3 number,Loop 4 number,U /V,I /A,P /W,Q /Ah,Q charge /Ah,Q discharge /Ah,Capacity /Ah,Energy /Wh,Energy charge /Wh,Energy discharge /Wh,Temperature /CelsiusDegrees,I Range /A,Phase,Frequency /Hz,Ua /V,Ia /A,Impedance module /Ohms,Impedance phase /rad,Real impedance /Ohms,- Imaginary impedance /Ohms,Admittance module /Ohms,Admittance phase /rad,Real admittance /Ohms,Imaginary admittance /Ohms,@Var1,@Var2,@Var3,@Var4,@Var5,@Var6,@Var7,@Var8,@Var9,@Var10,Date Time /ns,Duration (step) /s,Umin (step) /V,Umax (step) /V,Umean (step) /V,Ubegin (step) /V,Uend (step) /V,Imin (step) /A,Imax (step) /A,Imean (step) /A,Ibegin (step) /A,Iend (step) /A,Q (step) /Ah,Q charge (step) /Ah,Q discharge (step) /Ah,Energy (step) /Wh,Energy charge (step) /Wh,Energy discharge (step) /Wh,Pmin (step) /W,Pmax (step) /W,Rdc (step) /Ohms,Rac (step) /Ohms,Counter value (loop),Loop ID (loop),List value (loop),Duration (loop) /s,Q (loop) /Ah,Q charge (loop) /Ah,Q discharge (loop) /Ah,Energy (loop) /Wh,Energy charge (loop) /Wh,Energy discharge (loop) /Wh,Duration (cycle) /s,Q (cycle) /Ah,Q charge (cycle) /Ah,Q discharge (cycle) /Ah,Efficiency (cycle) /none,Energy (cycle) /Wh,Energy charge (cycle) /Wh,Energy discharge (cycle) /Wh
24244.484,task_4,CC,1,1,,,,2.857851028442383,-0.0002374025498284027,-0.0006784611211819447,0.00015082243416044447,0.0,1.187076067758931e-05,1.187076067758931e-05,0.0005590673287709555,0.0,3.565118958552678e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042421.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24274.484,task_4,CC,1,1,,,,2.8214383125305176,-0.0002374128089286387,-0.0006698455949967486,0.0001488440069887373,0.0,1.3849190953705047e-05,1.3849190953705047e-05,0.0005534494585461087,0.0,4.126908050643073e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042451.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24304.484,task_4,CC,1,1,,,,2.7856268882751465,-0.00023743884230498224,-0.0006614160234456809,0.00014686556326018438,0.0,1.5827639856272275e-05,1.5827639856272275e-05,0.00054790284898546,0.0,4.6815665231810675e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042481.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24334.484,task_4,CC,1,1,,,,2.7501847743988037,-0.00023739071912132204,-0.0006528683413110428,0.00014488708641793993,0.0,1.7806105315685272e-05,1.7806105315685272e-05,0.0005424266060193379,0.0,5.229190405872133e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042511.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24364.484,task_4,CC,1,1,,,,2.7145800590515137,-0.00023737728770356625,-0.000644379651671835,0.000142908642689387,0.0,1.9784546974632477e-05,1.9784546974632477e-05,0.0005370207627614339,0.0,5.769777629110548e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042541.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24394.484,task_4,CC,1,1,,,,2.678661346435547,-0.0002374230680288747,-0.0006359759950810839,0.0001409301824039883,0.0,2.1763019677665498e-05,2.1763019677665498e-05,0.0005316855178938972,0.0,6.303301288021936e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042571.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24424.484,task_4,CC,1,1,,,,2.642239570617676,-0.0002374625182710588,-0.0006274328623143144,0.00013895172211858962,0.0,2.374147168464131e-05,2.374147168464131e-05,0.000526421864827474,0.0,6.8296670085854e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042601.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24454.484,task_4,CC,1,1,,,,2.6052920818328857,-0.00023737098672427237,-0.0006184207521696058,0.00013697325355476803,0.0,2.571994231806861e-05,2.571994231806861e-05,0.0005212307638592191,0.0,7.34877669148975e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042631.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24484.484,task_4,CC,1,1,,,,2.56768536567688,-0.00023738440359011292,-0.0006095284591382671,0.00013499477671252358,0.0,2.7698417090707354e-05,2.7698417090707354e-05,0.0005161133739683363,0.0,7.860514024893442e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042661.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24514.484,task_4,CC,1,1,,,,2.529236078262329,-0.00023742385383229703,-0.0006005009769527274,0.00013301631642712486,0.0,2.967687737610605e-05,2.967687737610605e-05,0.0005110711852709453,0.0,8.364732894632551e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042691.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24544.484,task_4,CC,1,1,,,,2.4898715019226074,-0.00023747907835058868,-0.0005912923894879768,0.0001310378478633033,0.0,3.16553521487448e-05,3.16553521487448e-05,0.0005061060190200805,0.0,8.861251175403596e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042721.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24574.484,task_4,CC,1,1,,,,2.4494845867156982,-0.00023746014630887657,-0.0005816549683428478,0.00012905938757790458,0.0,3.363380622532633e-05,3.363380622532633e-05,0.0005012196633550856,0.0,9.349885914060804e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042751.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24604.484,task_4,CC,1,1,,,,2.4081387519836426,-0.00023740807955618948,-0.0005717115964132755,0.00012708096040619745,0.0,3.56122354666392e-05,3.56122354666392e-05,0.0004964142706659105,0.0,9.830425182978313e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042781.4839947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24610.307,task_4,CC,1,1,,,,2.40000057220459,-0.0002374538453295827,-0.0005698893646631786,0.00012669694092538622,0.0,3.5996250808238983e-05,3.5996250808238983e-05,0.0004954910609457228,0.0,9.922745327154796e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042787.306995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24610.323,task_3,CC,2,2,,,,2.707562208175659,0.00023488025180995464,0.0006359528932474157,0.0001266970071527693,6.524451694960791e-11,0.0,6.524451694960791e-11,0.0004954912265141805,1.766536033503346e-10,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758042787.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24640.323,task_3,CC,2,2,,,,3.6120307445526123,0.00023763722856529057,0.0008583529756281058,0.00012867747909492918,1.980534159681863e-06,0.0,1.980534159681863e-06,0.0005024665594100952,6.975513986415333e-06,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758042817.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24670.323,task_3,CC,2,2,,,,3.6745848655700684,0.0002376624761382118,0.0008733109379313805,0.00013065798415078057,3.961044777598646e-06,0.0,3.961044777598646e-06,0.0005096875296698676,1.4196482176582018e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758042847.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24700.323,task_3,CC,2,2,,,,3.717264175415039,0.00023757251619827002,0.0008831198035270382,0.0001326384726497862,5.94153120699856e-06,0.0,5.94153120699856e-06,0.0005170091986656189,2.151812944147322e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758042877.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24730.323,task_3,CC,2,2,,,,3.7517311573028564,0.00023771534324623644,0.0008918440598258484,0.00013461895287036896,7.922014014588462e-06,0.0,7.922014014588462e-06,0.0005244063006507026,2.8915231426556904e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758042907.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24760.323,task_3,CC,2,2,,,,3.781728744506836,0.00023758041788823903,0.0008984646954598996,0.00013659947448306614,9.902529418468476e-06,0.0,9.902529418468476e-06,0.0005318669809235467,3.637592411703534e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758042937.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24790.323,task_3,CC,2,2,,,,3.8088088035583496,0.0002376277552684769,0.0009050786862363838,0.00013857995470364888,1.1883013778262668e-05,0.0,1.1883013778262668e-05,0.0005393837889035543,4.3892736236254375e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758042967.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24820.323,task_3,CC,2,2,,,,3.8339579105377197,0.00023758516181260347,0.0009108915105578153,0.00014056043492423163,1.3863502277268304e-05,0.0,1.3863502277268304e-05,0.0005469522211286757,5.146116018295288e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758042997.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24850.323,task_3,CC,2,2,,,,3.85770583152771,0.00023766483354847878,0.0009168410143290291,0.00014254093170166016,1.584399595028824e-05,0.0,1.584399595028824e-05,0.0005545689993434482,5.907794253693687e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043027.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24880.323,task_3,CC,2,2,,,,3.880358934402466,0.000237656946410425,0.0009221942553265007,0.00014452142847908868,1.7824483414491018e-05,0.0,1.7824483414491018e-05,0.0005622316731346978,6.674062874582079e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043057.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24910.323,task_3,CC,2,2,,,,3.9013619422912598,0.00023766090453136712,0.0009272012081091921,0.00014650194181336297,1.9805002957582473e-05,0.0,1.9805002957582473e-05,0.000569937891430325,7.444683048460219e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043087.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24940.323,task_3,CC,2,2,,,,3.9225144386291504,0.00023758750467095524,0.0009319404175096926,0.0001484824385907915,2.1785497665405273e-05,0.0,2.1785497665405273e-05,0.0005776855018403795,8.21944491730796e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043117.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24970.323,task_3,CC,2,2,,,,3.9432144165039062,0.00023761671036481857,0.0009369736379127858,0.0001504629519250658,2.3766006860468122e-05,0.0,2.3766006860468122e-05,0.0005854746368196275,8.998359243075053e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043147.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25000.323,task_3,CC,2,2,,,,3.963331937789917,0.000237656946410425,0.0009419133659460642,0.0001524434487024943,2.574651191631953e-05,0.0,2.574651191631953e-05,0.0005933041705025567,9.781311783525679e-05,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043177.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25030.323,task_3,CC,2,2,,,,3.9831137657165527,0.00023762695491313934,0.0009464951952198319,0.00015442394547992284,2.772700662414233e-05,0.0,2.772700662414233e-05,0.0006011732419331869,0.0001056821561521954,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043207.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25060.323,task_3,CC,2,2,,,,4.002464771270752,0.0002375946205575019,0.000950964098624843,0.00015640445881419713,2.9707522028022343e-05,0.0,2.9707522028022343e-05,0.000609081056382921,0.00011358997060192956,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043237.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25090.323,task_3,CC,2,2,,,,4.021438121795654,0.0002376506308792159,0.0009556973066864663,0.00015838495559162562,3.1688016735845144e-05,0.0,3.1688016735845144e-05,0.000617026752895779,0.0001215356836716334,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043267.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25120.323,task_3,CC,2,2,,,,4.040216445922852,0.00023763644276186824,0.0009601026641971044,0.00016036543581220838,3.366850109563934e-05,0.0,3.366850109563934e-05,0.0006250098016526964,0.00012951877382066514,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043297.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25150.323,task_3,CC,2,2,,,,4.058754920959473,0.00023768692335579544,0.0009647129698180518,0.0001623459325896369,3.564899580346213e-05,0.0,3.564899580346213e-05,0.0006330298052893745,0.00013753876090049743,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043327.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25180.323,task_3,CC,2,2,,,,4.076992034912109,0.00023770981351844966,0.0009691410163351621,0.00016432641281021967,3.7629467745622e-05,0.0,3.7629467745622e-05,0.0006410861677593656,0.00014559509025679695,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043357.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25210.323,task_3,CC,2,2,,,,4.095026969909668,0.00023767589300405234,0.0009732891919489589,0.0001663069095876482,3.960996452305052e-05,0.0,3.960996452305052e-05,0.0006491785579257541,0.00015368748042318556,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043387.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25240.323,task_3,CC,2,2,,,,4.1129655838012695,0.000237654589000158,0.0009774651453900857,0.00016828738980823092,4.159044888284471e-05,0.0,4.159044888284471e-05,0.0006573064459694756,0.00016181536846690707,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043417.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25270.323,task_3,CC,2,2,,,,4.130746841430664,0.00023761986813042313,0.0009815475197409163,0.00017026788658565945,4.357094152106179e-05,0.0,4.357094152106179e-05,0.00066546983189053,0.0001699787543879615,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043447.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25300.323,task_3,CC,2,2,,,,4.148344993591309,0.0002376601187279448,0.0009858961637013858,0.00017224838336308797,4.5551442437701755e-05,0.0,4.5551442437701755e-05,0.000673668384552002,0.0001781773567199707,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043477.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25330.323,task_3,CC,2,2,,,,4.1658244132995605,0.00023769325343891978,0.0009901883580524518,0.00017422886358367073,4.753191851907306e-05,0.0,4.753191851907306e-05,0.0006819015079074436,0.00018641043040487502,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043507.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25360.323,task_3,CC,2,2,,,,4.183106899261475,0.00023762461205478758,0.0009940091541207133,0.00017620937691794502,4.9512427714135915e-05,0.0,4.9512427714135915e-05,0.0006901690695020888,0.00019467800855636598,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043537.322995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25389.852,task_3,CC,2,2,,,,4.199958801269531,0.00023765537480358034,0.0009981427830753065,0.0001781587799390157,5.1461830735206605e-05,0.0,5.1461830735206605e-05,0.0006983402040269639,0.0002028491265243954,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043566.8519948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25389.859,task_4,CC,2,2,,,,3.8957672119140625,-0.00023363794025499374,-0.0009101990271045413,0.0001781587137116326,0.0,6.48994300276071e-11,6.48994300276071e-11,0.0006983399391174317,0.0,2.5283306904889793e-10,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043566.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25419.859,task_4,CC,2,2,,,,3.096383571624756,-0.00023741991026327014,-0.0007351431097158134,0.00017618026998307969,0.0,1.9785165528042448e-06,1.9785165528042448e-06,0.0006920709212621053,0.0,6.269260516597165e-06,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043596.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25449.859,task_4,CC,2,2,,,,3.016268014907837,-0.0002374293835600838,-0.0007161506554315654,0.00017420182625452676,0.0,3.956947475671768e-06,3.956947475671768e-06,0.0006860303216510349,0.0,1.2309884445534812e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043626.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25479.859,task_4,CC,2,2,,,,2.9607303142547607,-0.0002373488969169557,-0.0007027260741569591,0.00017222338252597386,0.0,5.9354036218590204e-06,5.9354036218590204e-06,0.0006801202562120226,0.0,1.821997265021006e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043656.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25509.859,task_4,CC,2,2,,,,2.9151289463043213,-0.0002374009636696428,-0.0006920544210739163,0.00017024493879742094,0.0,7.913837002383339e-06,7.913837002383339e-06,0.0006743086708916558,0.0,2.4031528996096718e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043686.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25539.859,task_4,CC,2,2,,,,2.8740289211273193,-0.00023738281743135303,-0.000682245082676395,0.00016826652818255954,0.0,9.892260034879049e-06,9.892260034879049e-06,0.0006685825188954671,0.0,2.975770789715979e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043716.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25569.859,task_4,CC,2,2,,,,2.835275173187256,-0.00023746173246763647,-0.0006732693546475238,0.00016628806789716085,0.0,1.1870705833037695e-05,1.1870705833037695e-05,0.0006629349788029988,0.0,3.540519624948502e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043746.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25599.859,task_4,CC,2,2,,,,2.7977235317230225,-0.00023739230528008193,-0.0006641580387320607,0.00016430965728229946,0.0,1.3849124726321962e-05,1.3849124726321962e-05,0.0006573629379272461,0.0,4.0977253682083557e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043776.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25629.859,task_4,CC,2,2,,,,2.7607760429382324,-0.00023746014630887657,-0.000655574283082154,0.00016233121355374653,0.0,1.582757155928347e-05,1.582757155928347e-05,0.0006518644094467163,0.0,4.6475802858670555e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043806.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25659.859,task_4,CC,2,2,,,,2.7242233753204346,-0.00023739309108350426,-0.0006467118078692553,0.00016035275326834784,0.0,1.780602460106214e-05,1.780602460106214e-05,0.0006464384661780463,0.0,5.190175026655197e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043836.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25689.859,task_4,CC,2,2,,,,2.687633991241455,-0.00023743569909129292,-0.0006381402556119367,0.00015837430953979492,0.0,1.978446626000934e-05,1.978446626000934e-05,0.000641084909439087,0.0,5.725528217024273e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043866.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25719.859,task_4,CC,2,2,,,,2.650981903076172,-0.00023745543148834258,-0.00062949005166274,0.00015639583269755046,0.0,2.1762938963042365e-05,2.1762938963042365e-05,0.0006358038054572211,0.0,6.253643168343439e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043896.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25749.859,task_4,CC,2,2,,,,2.6148500442504883,-0.00023741596669424325,-0.0006208071510162144,0.00015441738896899754,0.0,2.3741397178835338e-05,2.3741397178835338e-05,0.0006305946244133843,0.0,6.774557133515675e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043926.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25779.859,task_4,CC,2,2,,,,2.578341245651245,-0.00023742069606669247,-0.0006121515732399815,0.00015243892868359885,0.0,2.571984918581115e-05,2.571984918581115e-05,0.0006254573663075764,0.0,7.28828294409646e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043956.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25809.859,task_4,CC,2,2,,,,2.541876792907715,-0.00023734415299259126,-0.0006032995944242059,0.00015046046839820013,0.0,2.76983053319984e-05,2.76983053319984e-05,0.0006203923622767131,0.0,7.794785830709669e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758043986.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25839.859,task_4,CC,2,2,,,,2.5052497386932373,-0.00023742385383229703,-0.0005948060477729035,0.00014848200811280144,0.0,2.9676765617397095e-05,2.9676765617397095e-05,0.000615399612320794,0.0,8.294059998459287e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758044016.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25869.859,task_4,CC,2,2,,,,2.4684948921203613,-0.00023736467119306326,-0.0005859334784099057,0.00014650354782740275,0.0,3.165524039003584e-05,3.165524039003584e-05,0.0006104793151219686,0.0,8.786086406972673e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758044046.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25899.859,task_4,CC,2,2,,,,2.4313976764678955,-0.00023744278587400913,-0.0005773178378681298,0.0001445250709851583,0.0,3.363370067543454e-05,3.363370067543454e-05,0.0006056321329540676,0.0,9.270809590816498e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758044076.8589947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25924.897,task_4,CC,2,2,,,,2.4000086784362793,-0.00023738440359011292,-0.0005697246287416913,0.00014287385675642225,0.0,3.528491904338201e-05,3.528491904338201e-05,0.0006016431914435493,0.0,9.669702914026049e-05,,0.001,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758044101.8969948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25924.913,task_3,CC,3,3,,,,2.7186505794525146,0.00023501280520576984,0.0006389176990514271,0.00014287392298380534,6.528133885315886e-11,0.0,6.528133885315886e-11,0.0006016433901256985,1.7747713817091912e-10,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044101.9129949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
